instance_id,sentence,target_word,predicted_sense,gold_sense,gold_sense_key,score,is_correct
d000.s069.t004,"The next day , Sunday , the hangover reminded Haney where he had been the night before .",night,night.n.05,night.n.01,night%1:28:00::,-0.24657513201236725,False
d000.s070.t004,"The hangover in turn reminded him of his conversation with the weirdy , and he groaned .",groaned,groan.v.01,groan.v.01,groan%2:32:00::,0.32237762212753296,True
d000.s071.t011,"He went for more aspirin later in the day , and passed the surly landlord on the way -- he was still alive and scowling as usual , as if tenants were a burden in his life .",life,animation.n.01,life.n.03,life%1:26:02::,3.0057239532470703,False
d000.s072.t001,Phil shrugged and ignored him .,ignored,ignore.v.03,ignore.v.01,ignore%2:32:02::,0.6843768358230591,False
d000.s074.t001,By Wednesday the landlord was still alive .,alive,alive.a.01,alive.a.01,alive%3:00:01::,2.7410929203033447,True
d000.s075.t009,"Of course On Thursday , Haney mailed the monthly check for separate maintenance to his wife Lolly , and wished the stranger could do something about her",do,make.v.01,do.v.03,do%2:41:04::,2.6533217430114746,False
d000.s076.t005,"Coming home from work , he was startled to see a police car parked in front of the apartment building .",front,front.a.01,presence.n.02,front%1:15:03::,0.4522653818130493,False
d000.s077.t003,"Inside the lobby , people were standing around , talking excitedly .",talking,talk.v.01,talk.v.01,talk%2:32:01::,3.6156668663024902,True
d000.s078.t007,His spine crawled with a foreboding premonition as he asked one of his fellow tenants what had happened .,happened,happen.v.01,happen.v.01,happen%2:30:00::,3.1944589614868164,True
d000.s079.t001,The landlord had died .,died,die.v.01,die.v.01,die%2:30:00::,2.3701539039611816,True
d000.s080.t006,"Late that afternoon , it seemed , he had fallen off the roof while on some obscure errand or inspection .",inspection,inspection.n.01,inspection.n.01,inspection%1:04:00::,2.534236431121826,True
d000.s082.t010,Nobody witnessed the fall -- just the sickening impact when his body smashed on the pavement just outside the basement delivery entrance .,entrance,entrance.n.01,entrance.n.01,entrance%1:06:00::,2.9440879821777344,True
d000.s083.t008,"Haney hoped that nobody noticed his sudden pallor , as he felt the blood drain from his cheeks .",cheeks,cheek.n.01,cheek.n.01,cheek%1:08:00::,2.1940505504608154,True
d000.s084.t005,"He muttered something about how terrible it was , and walked with deliberate slowness to the elevator .",elevator,elevator.n.01,elevator.n.01,elevator%1:06:00::,1.0820338726043701,True
d000.s085.t006,"Once inside his apartment , he poured a drink with trembling hands and flopped limply in a chair .",chair,chair.n.01,chair.n.01,chair%1:06:00::,2.95790958404541,True
d000.s086.t005,"After a while he began to feel better about it , especially when no one bothered to ask any questions .",questions,question.n.01,question.n.03,question%1:10:03::,3.254490613937378,False
d000.s088.t002,"Still later , he finally convinced himself that it was an accident -- just a coincidence .",coincidence,coincidence.n.01,coincidence.n.01,coincidence%1:11:00::,3.674670696258545,True
d000.s089.t003,"The stranger really had nothing to do with it , of course",do,make.v.01,make.v.01,do%2:41:01::,2.57409405708313,True
d000.s090.t003,"Haney went to bed , happy that at least he was rid of that lousy landlord .",landlord,landlord.n.01,landlord.n.01,landlord%1:18:00::,2.9154083728790283,True
d000.s091.t003,"After all , the man had no family , so no one suffered , and everybody was better off for it .",suffered,suffer.v.03,suffer.v.03,suffer%2:37:00::,2.5496935844421387,True
d000.s092.t003,"Really , he said to himself , nobody kills a man just as a favor ! !",favor,favor.n.04,favor.n.01,favor%1:04:00::,3.0355753898620605,False
d000.s093.t002,So you thought I did n't mean what I said .,said,state.v.01,state.v.01,say%2:32:00::,3.7306318283081055,True
d000.s094.t005,"The stranger 's eyes were large and sad , as if Phil Haney had hurt his feelings .",feelings,feeling.n.01,feeling.n.01,feeling%1:03:00::,3.547776937484741,True
d000.s095.t006,"It was like a recurrent , annoying dream , but now the dream was beginning to take on overtones of a nightmare .",nightmare,nightmare.n.01,nightmare.n.02,nightmare%1:09:00::,0.693492591381073,False
d000.s096.t001,"However , Haney knew it was not a dream .",dream,dream.n.01,dream.n.01,dream%1:09:01::,3.447340965270996,True
d000.s097.t001,"He might be very tight , but he knew where he was .",knew,know.v.01,know.v.01,know%2:31:01::,2.778367757797241,True
d000.s098.t007,"It was the same bar , and it was two weeks later -- Saturday night , when he had an excuse to drink heavier than usual .",usual,usual.a.01,usual.a.01,usual%3:00:00::,0.9989641308784485,True
d000.s099.t008,"He had been sitting in the usual corner at the little table , as far as possible from any talkative , friendly lushes .",lushes,alcoholic.n.01,alcoholic.n.01,lush%1:18:00::,0.8789918422698975,True
d000.s100.t007,He was enjoying the weekly ritual of washing down his pet grievance with bourbon slightly moistened with water .,water,water.n.01,water.n.01,water%1:27:00::,1.1024243831634521,True
d000.s101.t002,This favorite grievance was not the landlord .,landlord,landlord.n.01,landlord.n.01,landlord%1:18:00::,3.093940019607544,True
d000.s102.t000,He had already quite forgotten about him .,forgotten,forget.v.01,forget.v.01,forget%2:31:01::,2.8608546257019043,True
d000.s103.t002,"In fact , he had only mentioned him on the spur of the moment .",moment,moment.n.01,moment.n.01,moment%1:28:00::,2.7545268535614014,True
d000.s104.t001,His real grievance was Lolly .,grievance,grudge.n.01,grudge.n.01,grievance%1:12:00::,0.5058801770210266,True
d000.s105.t009,"Toward the end of his fourth hairy highball , while he was moodily making wet rings on the table-top with the bottom of the glass , he became aware that he was not alone .",aware,aware.a.01,aware.a.01,aware%3:00:00::,3.448972702026367,True
d000.s106.t010,"He looked up with bloodshot eyes and beheld the stranger sitting across the table , smiling a secret smile at him , as if they were fellow conspirators .",conspirators,conspirator.n.01,conspirator.n.01,conspirator%1:18:00::,2.7746052742004395,True
d000.s107.t003,He had n't even noticed -- what was his name ? Pete ? -- he had n't seen him sit down .,sit down,,sit_down.v.01,sit_down%2:38:00::,-inf,False
d000.s108.t006,"The man was uncanny , like a shadow , and made as much noise as a shadow .",shadow,apparition.n.03,shadow.n.01,shadow%1:26:01::,1.4905805587768555,False
d000.s109.t008,"Haney felt like shrinking out of sight , but he was already trapped in the corner with the wiry , dark little man .",man,man.n.01,man.n.01,man%1:18:00::,2.289149284362793,True
d000.s110.t007,He began to wish that he had n't shouted that other evening when the truck bore down through the crossing .,crossing,intersection.n.02,intersection.n.02,crossing%1:06:01::,2.6427059173583984,True
d000.s111.t002,Was he going to be saddled from now on with a creep for a bar-buddy ?,bar-buddy,,barroom.n.01,bar%1:06:04::,-inf,False
d000.s112.t003,He 'd have to start going to some of the other places again .,places,place.n.04,place.n.02,place%1:15:04::,2.9102911949157715,False
d000.s113.t009,"In a low voice , almost whispering , the man had asked Phil if he was happy with the way the landlord had been taken off his back .",back,back.r.01,back.n.01,back%1:08:00::,3.2693896293640137,False
d000.s114.t009,"He made the mistake of answering in an offhand way , and instantly realized that his skepticism must have showed in his face or voice .",voice,voice.n.02,voice.n.01,voice%1:07:00::,2.671520709991455,False
d000.s115.t003,"Pete frowned slightly , then became sad and moody .",moody,dark.s.06,dark.s.06,moody%5:00:00:ill-natured:00,2.0596137046813965,True
d000.s116.t008,"Haney did n't want to encourage his company , but felt he ought to buy him a drink anyhow , to prevent possible trouble .",trouble,trouble.n.01,fuss.n.02,trouble%1:11:01::,3.5066380500793457,False
d000.s117.t000,But there was no trouble .,trouble,trouble.n.01,fuss.n.02,trouble%1:11:01::,3.6700668334960938,False
d000.s118.t005,"The guy sulked over his drink , obviously upset by Haney 's lack of appreciation .",appreciation,appreciation.n.03,appreciation.n.03,appreciation%1:10:00::,2.166470527648926,True
d000.s119.t004,"To break the uncomfortable silence , Haney began to talk .",talk,talk.v.01,talk.v.01,talk%2:32:01::,3.554147243499756,True
d000.s120.t013,"In time , and two drinks later , he was complaining bitterly about his wife , He was on the subject for ten minutes or so when he noticed the renewed interest in his listener -- it showed in the alert face and the suddenly bright eyes .",eyes,eye.n.01,eye.n.01,eye%1:08:00::,2.67295503616333,True
d000.s121.t004,"When he paused to moisten his throat , the stranger broke in .",broke in,,chime_in.v.01,break_in%2:32:00::,-inf,False
d000.s122.t001,`` But why pay her bills ?,bills,charge.v.03,bill.n.02,bill%1:10:01::,1.4120159149169922,False
d000.s123.t005,"If she runs around with other men , and if you hate her as you say , why not just divorce her `` ?",divorce,divorce.v.02,divorce.v.02,divorce%2:41:00::,2.4978315830230713,True
d000.s124.t000,Haney scowled .,scowled,scowl.v.01,scowl.v.01,scowl%2:29:00::,2.8253092765808105,True
d000.s125.t003,"`` That bitch would love a divorce `` , he growled .",growled,grumble.v.03,grumble.v.03,growl%2:32:00::,2.819155693054199,True
d000.s126.t002,`` Then she 'd get half of everything I have .,have,have.v.01,own.v.01,have%2:40:04::,3.354914903640747,False
d000.s127.t002,Community property deal -- you know .,know,know.v.01,know.v.03,know%2:31:02::,3.391756057739258,False
d000.s128.t003,I 'd have to sell out my business to pay her off with her share .,share,share.n.01,share.n.01,share%1:21:00::,2.5981884002685547,True
d000.s130.t000,Pete nodded understandingly .,nodded,nod.v.02,nod.v.01,nod%2:32:01::,0.6225660443305969,False
d000.s132.t000,Now I see .,see,see.v.01,understand.v.02,see%2:31:01::,3.61360502243042,False
d000.s133.t001,"You must understand , I have n't been in this state too long .",state,state.n.02,state.n.01,state%1:15:01::,2.4564871788024902,False
d000.s134.t001,I came out here to retire .,retire,retire.v.01,retire.v.01,retire%2:41:01::,3.3803913593292236,True
d000.s135.t002,That 's why I -- why I do a free job now and then .,job,occupation.n.01,caper.n.03,job%1:04:02::,3.0949695110321045,False
d000.s136.t000,You should have told me about her before `` .,told,state.v.01,tell.v.02,tell%2:32:00::,2.9932327270507812,False
d000.s137.t005,Haney felt a twinge of annoyance when he heard the now familiar line again .,line,telephone_line.n.02,argumentation.n.02,line%1:09:01::,1.6967566013336182,False
d000.s138.t005,Then a wild thought ran circles through his clouded brain .,brain,brain.n.01,mind.n.01,brain%1:09:01::,2.632617235183716,False
d000.s139.t003,Suppose -- just suppose this guy was really what he said he was T ! !,said,state.v.01,allege.v.01,say%2:32:01::,3.4713456630706787,False
d000.s140.t002,A retired professional killer,killer,killer.n.01,killer.n.01,killer%1:18:00::,-0.3664764165878296,True
d000.s141.t002,"If he was just a nut , no harm was done .",done,make.v.01,cause.v.01,do%2:36:02::,3.7181360721588135,False
d000.s142.t001,"But if he was the real thing , he could do something about Lolly .",do,make.v.01,do.v.03,do%2:41:04::,3.6528515815734863,False
d000.s143.t006,"He felt very cunning , very proud of himself as he played on the other man 's soft spot .",soft spot,,weak_part.n.01,soft_spot%1:07:00::,-inf,False
d000.s144.t002,"`` No offense intended `` , he said gently .",said,state.v.01,say.v.08,say%2:32:15::,3.593925952911377,False
d000.s145.t000,"`` But it 's just that -- well , you know .",know,know.v.01,know.v.01,know%2:31:01::,3.7846498489379883,True
d000.s146.t004,"The cops did n't suspect a thing , and I thought it was a coincidence .",coincidence,coincidence.n.01,coincidence.n.01,coincidence%1:11:00::,2.983323574066162,True
d000.s147.t000,"After all , I did n't know you , Pete .",know,know.v.01,know.v.04,know%2:31:00::,3.571016788482666,False
d000.s148.t000,It could have been an accident `` .,accident,accident.n.01,accident.n.01,accident%1:11:01::,3.6514673233032227,True
d000.s149.t000,He shrugged casually .,shrugged,shrug.v.01,shrug.v.01,shrug%2:29:00::,1.9096378087997437,True
d000.s150.t001,`` But if you say you managed it ``,managed,pull_off.v.03,pull_off.v.03,manage%2:41:09::,2.400611639022827,True
d000.s151.t001,The stranger was hooked .,hooked,dependent.s.06,hook.v.11,hook%2:32:09::,1.8658206462860107,False
d000.s152.t001,His eyes burned feverishly .,burned,burn.v.02,burn.v.02,burn%2:43:01::,0.9925753474235535,True
d000.s153.t000,"`` Yes , yes `` , he muttered impatiently .",muttered,mumble.v.01,mumble.v.01,mutter%2:32:01::,3.0422980785369873,True
d000.s154.t002,`` Of course it looked like an accident .,accident,accident.n.01,accident.n.01,accident%1:11:01::,3.6371049880981445,True
d000.s155.t005,I always work it that way -- and always at a time when the customer has an alibi .,alibi,excuse.n.01,alibi.n.01,alibi%1:10:00::,2.1897382736206055,False
d000.s156.t001,"Let me prove it , Phil .",prove,prove.v.01,test.v.01,prove%2:41:03::,1.1544098854064941,False
d000.s157.t002,I think I can manage one more favor for you `` .,favor,favor.n.02,favor.n.01,favor%1:04:00::,2.8453121185302734,False
d000.s158.t000,He waited eagerly .,waited,wait.v.02,expect.v.03,wait%2:31:00::,1.3778325319290161,False
d000.s159.t003,Haney swished the liquor in the bottom of his glass .,glass,glass.n.02,glass.n.02,glass%1:06:00::,3.183528423309326,True
d001.s000.t014,"Tuesday 's rout of a GOP congressional hopeful in a Mississippi district that has n't backed a Democratic presidential candidate since Adlai Stevenson is another reminder that , at least at the federal level , political `` ticket splitting `` has been on the rise over the past half century .",half century,,half-century.n.01,half-century%1:28:00::,-inf,False
d001.s001.t010,In only one presidential election year prior to 1948 did more than 20 % of the nation 's congressional districts choose a different party 's candidate for the White House than for the House of Representatives .,candidate,candidate.n.02,campaigner.n.01,candidate%1:18:01::,0.4287674129009247,False
d001.s002.t002,Now that percentage routinely equals a third and twice has been above 40 % .,%,,percentage.n.01,percent%1:24:00::,-inf,False
d001.s003.t006,"As we know , voters tend to favor Republicans more in races for president than in those for Congress .",president,president.n.03,president_of_the_united_states.n.02,president%1:04:04::,0.6288412809371948,False
d001.s004.t016,"In every presidential election over the past half century , except for the Goldwater presidential candidacy , the GOP has captured a greater percentage of the major - party popular vote for president than it has of congressional seats or the popular vote for Congress .",vote,vote.n.05,vote.n.05,vote%1:09:00::,1.6074787378311157,True
d001.s005.t001,"Prior to 1932 , the pattern was nearly the opposite .",opposite,reverse.n.01,reverse.n.01,opposite%1:24:03::,2.982219696044922,True
d001.s006.t003,What accounts for the results of recent decades ?,decades,decade.n.01,decade.n.01,decade%1:28:00::,2.990779399871826,True
d001.s007.t009,A simple economic theory may provide at least a partial explanation for the split personality displayed by Americans in the voting booth .,voting booth,,voting_booth.n.01,voting_booth%1:06:00::,-inf,False
d001.s008.t002,The theory relies on three assumptions :,assumptions,premise.n.01,premise.n.01,assumption%1:10:00::,0.9802749156951904,True
d001.s009.t029,"1 -RRB- Voters can `` buy `` one of two brands when they select their political agents -- a Republican brand that believes in the minimalist state and in the virtues of private markets over the vices of public action , and a Democratic brand that believes in big government and in public intervention to remedy the excesses attendant to the pursuit of private interest .",interest,interest.n.01,sake.n.01,interest%1:07:01::,2.0531258583068848,False
d001.s010.t025,2 -RRB- Congressional representatives have two basic responsibilities while voting in office -- dealing with national issues -LRB- programmatic actions such as casting roll call votes on legislation that imposes costs and/or confers benefits on the population at large -RRB- and attending to local issues -LRB- constituency service and pork barrel -RRB- .,pork barrel,,pork_barrel.n.01,pork_barrel%1:21:00::,-inf,False
d001.s011.t010,"3 -RRB- Republican congressional representatives , because of their belief in a minimalist state , are less willing to engage in local benefit-seeking than are Democratic members of Congress .",members,member.n.01,member.n.01,member%1:18:00::,-0.37175852060317993,True
d001.s012.t011,"If these assumptions hold , voters in races for Congress face what in economic theory is called a prisoner 's dilemma and have an incentive , at the margin , to lean Democratic .",Democratic,democratic.a.01,democratic.a.02,democratic%3:01:00::,0.6466450095176697,False
d001.s013.t013,"If they put a Republican into office , not only will they acquire less in terms of local benefits but their selected legislator will be relatively powerless to prevent other legislators from `` bringing home the bacon `` to their respective constituencies .",constituencies,constituency.n.01,constituency.n.01,constituency%1:14:00::,0.5473769307136536,True
d001.s014.t004,"Each legislator , after all , is only one out of 535 when it comes to national policy making .",making,make.v.01,devising.n.01,making%1:04:00::,3.2130327224731445,False
d001.s015.t004,"In races for the White House , a voter 's incentive , at the margin , is to lean Republican .",lean,tend.v.01,tend.v.01,lean%2:42:01::,1.8773809671401978,True
d001.s016.t017,"Although a GOP president may limit local benefits to the voter 's particular district/state , such a president is also likely to be more effective at preventing other districts/states and their legislators from bringing home the local benefits .",benefits,benefit.n.02,benefit.n.01,benefit%1:21:00::,-0.270877867937088,False
d001.s017.t004,The individual voter 's standing consequently will be enhanced through lower taxes .,taxes,taxis.n.01,tax.n.01,tax%1:21:00::,-1.246851921081543,False
d001.s018.t005,"While this theory is exceedingly simple , it appears to explain several things .",things,thing.n.01,thing.n.01,thing%1:26:00::,2.809525489807129,True
d001.s019.t017,"First , why ticket splitting has increased and taken the peculiar pattern that it has over the past half century : Prior to the election of Franklin Roosevelt as president and the advent of the New Deal , government occupied a much smaller role in society and the prisoner 's dilemma problem confronting voters in races for Congress was considerably less severe .",severe,severe.s.06,severe.s.01,severe%5:00:00:intense:00,1.1684200763702393,False
d001.s020.t023,"Second , it explains why voters hold Congress in disdain but generally love their own congressional representatives : Any individual legislator 's constituents appreciate the specific benefits that the legislator wins for them but not the overall cost associated with every other legislator doing likewise for his own constituency .",constituency,constituency.n.01,constituency.n.01,constituency%1:14:00::,-0.23882146179676056,True
d001.s021.t011,"Third , the theory suggests why legislators who pay too much attention to national policy making relative to local benefit-seeking have lower security in office .",office,office.n.04,office.n.04,office%1:26:00::,0.8735877871513367,True
d001.s022.t007,"For example , first-term members of the House , once the most vulnerable of incumbents , have become virtually immune to defeat .",defeat,defeat.n.01,get_the_better_of.v.01,defeat%2:33:00::,2.7769832611083984,False
d001.s023.t010,The one exception to this recent trend was the defeat of 13 of the 52 freshman Republicans brought into office in 1980 by the Reagan revolution and running for re-election in 1982 .,re-election,,reelection.n.01,reelection%1:04:00::,-inf,False
d001.s024.t010,"Because these freshmen placed far more emphasis on their partisan role -- spreading the Reagan revolution -- in national policy making , they were more vulnerable to defeat .",vulnerable,vulnerable.a.01,vulnerable.a.01,vulnerable%3:00:00::,2.31259822845459,True
d001.s025.t010,"Fourth , the theory indicates why the Republican Party may have a difficult time attracting viable candidates for congressional office .",office,office.n.04,office.n.04,office%1:26:00::,0.7681482434272766,True
d001.s026.t010,Potential candidates may be discouraged from running less by the congressional salary than by the prospect of defeat at the hands of a Democratic opponent .,opponent,adversary.n.01,opposition.n.04,opponent%1:18:02::,0.8927555680274963,False
