instance_id,sentence,target_word,predicted_sense,gold_sense,gold_sense_key,score,is_correct
d000.s023.t005,"A series of 5,000 or so changes is a `` peal `` and takes about three hours .",hours,hour.n.01,hour.n.01,hour%1:28:00::,2.4185409545898438,True
d000.s024.t009,A look at a Thursday night practice at St. Mary Abbot church in the Kensington district of London gives an idea of the work involved .,involved,involved.a.01,necessitate.v.01,involve%2:42:07::,3.043057441711426,False
d000.s025.t013,"Ten shirt-sleeved ringers stand in a circle , one foot ahead of the other in a prize-fighter 's stance , each pulling a rope that disappears through a small hole in the high ceiling of the ringing chamber .",chamber,chamber.n.01,chamber.n.01,chamber%1:06:00::,0.7933647036552429,True
d000.s026.t009,"No one speaks , and the snaking of the ropes seems to make as much sound as the bells themselves , muffled by the ceiling .",ceiling,ceiling.n.01,ceiling.n.01,ceiling%1:06:00::,2.2684953212738037,True
d000.s027.t014,"Totally absorbed , the ringers stare straight ahead , using peripheral vision ( they call it `` rope-sight `` ) to watch the other ropes and thus time their pulls .",pulls,pull.n.01,pull.n.01,pull%1:04:00::,2.9055585861206055,True
d000.s028.t016,"Far above in the belfry , the huge bronze bells , mounted on wheels , swing madly through a full 360 degrees , starting and ending , surprisingly , in the inverted , or mouth-up position .",position,position.n.01,position.n.07,position%1:07:00::,0.058872729539871216,False
d000.s029.t011,"Skilled ringers use their wrists to advance or retard the next swing , so that one bell can swap places with another in the following change .",change,change.v.06,change.n.04,change%1:19:00::,2.645400047302246,False
d000.s030.t014,"In a well-known detective-story involving church bells , English novelist Dorothy L. Sayers described ringing as a `` passion that finds its satisfaction in mathematical completeness and mechanical perfection . ``",perfection,perfection.n.01,perfection.n.01,perfection%1:26:00::,2.681422710418701,True
d000.s031.t008,"Ringers , she added , are `` filled with the solemn intoxication that comes of intricate ritual faultlessly performed . `` ``",performed,perform.v.01,perform.v.01,perform%2:36:00::,2.626378059387207,True
d000.s032.t009,"Ringing does become a bit of an obsession , `` admits Stephanie Pattenden , master of the band at St. Mary Abbot and one of England 's best female ringers .",ringers,toller.n.01,toller.n.01,ringer%1:18:02::,0.5687610507011414,True
d000.s033.t004,"It is a passion that usually stays in the tower , however .",however,however.r.01,however.r.01,however%4:02:00::,3.0282304286956787,True
d000.s034.t007,"More often than not , ringers think of the church as something stuck on the bottom of the belfry .",belfry,campanile.n.01,campanile.n.01,belfry%1:06:01::,1.266068935394287,True
d000.s035.t011,"When their changes are completed , and after they have worked up a sweat , ringers often skip off to the local pub , leaving worship for others below .",below,below.r.01,downstairs.r.01,below%4:02:06::,3.2126455307006836,False
d000.s036.t001,This does not sit well with some clerics .,clerics,cleric.n.01,cleric.n.01,cleric%1:18:00::,3.4816389083862305,True
d000.s037.t012,"With membership of the Church of England steadily dwindling , strong-willed vicars are pressing equally strong-willed and often non-religious ringers to attend services .",services,service.n.03,service.n.03,service%1:04:01::,0.3960413932800293,True
d000.s038.t015,"Two years ago , the Rev. Jeremy Hummerstone , vicar of Great Torrington , Devon , got so fed up with ringers who did n't attend service he sacked the entire band ; the ringers promptly set up a picket line in protest .",protest,protest.n.02,protest.n.02,protest%1:04:00::,2.9965155124664307,True
d000.s039.t006,"`` They were a self-perpetuating club that treated the tower as sort of a separate premises , `` the Vicar Hummerstone says .",says,allege.v.01,say.v.08,say%2:32:15::,3.5721423625946045,False
d000.s040.t004,"An entirely new band rings today at Great Torrington , several of whom are members of the congregation .",congregation,congregation.n.01,congregation.n.01,congregation%1:14:00::,1.0107207298278809,True
d000.s041.t005,But there still are not enough ringers to ring more than six of the eight bells .,bells,bell.n.01,bell.n.01,bell%1:06:00::,1.1238828897476196,True
d000.s042.t006,"At St. Mary 's Church in Ilminster , Somerset , the bells have fallen silent following a dust-up over church attendance .",attendance,attendance.n.01,attendance.n.01,attendance%1:04:00::,1.4801421165466309,True
d000.s043.t003,"The vicar , W.D. Jones , refuses to talk about it , saying it would `` reopen the wound . ``",saying,allege.v.01,say.v.08,say%2:32:15::,3.4824178218841553,False
d000.s044.t009,"But C.J.B. Marshall , vicar of a nearby church , feels the fault is in the stairs from the bell tower that are located next to the altar .",altar,altar.n.02,altar.n.01,altar%1:06:01::,-0.10330092906951904,False
d000.s045.t017,"`` So crunch , crunch , crunch , bang , bang , bang -- here come the ringers from above , making a very obvious exit while the congregation is at prayer , `` he says .",says,allege.v.01,say.v.08,say%2:32:15::,3.4564781188964844,False
d000.s046.t006,"Vicar Marshall admits to mixed feelings about this issue , since he is both a vicar and an active bell-ringer himself .",bell-ringer,,toller.n.01,bell_ringer%1:18:01::,-inf,False
d000.s047.t005,"`` The sound of bells is a net to draw people into the church , `` he says .",says,allege.v.01,say.v.08,say%2:32:15::,3.5240020751953125,False
d000.s048.t005,`` I live in hopes that the ringers themselves will be drawn into that fuller life . ``,life,life.n.05,life.n.02,life%1:09:00::,1.4476732015609741,False
d000.s049.t008,"The Central Council of Church Bell Ringers , a sort of parliament of ringing groups , aims to improve relations with vicars , says John C. Baldwin , president .",president,president.n.04,president.n.04,president%1:18:03::,-0.501940131187439,True
d000.s050.t014,"It hopes to speak to students at theological colleges about the joys of bell ringing and will shortly publish a booklet for every vicar in the country entitled , `` The Bells in Your Care . ``",Care,worry.v.02,care.n.05,care%1:04:02::,0.9371113777160645,False
d000.s051.t009,"Says Mr. Baldwin , `` We recognize that we may no longer have as high a priority in church life and experience . ``",experience,experience.n.02,experience.n.02,experience%1:09:00::,3.2477688789367676,True
d000.s052.t006,Mr. Baldwin is also attacking the greater problem : lack of ringers .,ringers,toller.n.01,toller.n.01,ringer%1:18:02::,2.5210227966308594,True
d000.s053.t007,"One survey says that of the 100,000 trained bellringers in England today , only 40,000 of them still ring .",still,still.r.01,still.r.01,still%4:02:01::,3.8697304725646973,True
d000.s054.t010,"Also , ringers do not always live where the bells need to be rung -- like in small , rural parishes and inner-city churches .",inner-city,,inner_city.n.01,inner_city%1:15:00::,-inf,False
d000.s055.t009,"But the council 's program to attract and train ringers is only partly successful , says Mr. Baldwin .",Mr.,mister.n.01,mister.n.01,mr%1:10:00::,-3.3864269256591797,True
d000.s056.t007,"`` Right now , we 're lucky if after five years we keep one new ringer out of 10 , `` he adds .",adds,add.v.02,add.v.02,add%2:32:01::,3.0556154251098633,True
d000.s057.t012,One bright sign is that a growing number of women have entered the once male-dominated field ; more than a third of the ringers today are women .,women,woman.n.01,woman.n.01,woman%1:18:00::,2.726651906967163,True
d000.s058.t002,"They are not accepted everywhere , however .",however,however.r.01,however.r.01,however%4:02:00::,2.937135934829712,True
d000.s059.t015,"The oldest bell-ringing group in the country , the Ancient Society of College Youths , founded in 1637 , remains male-only , a fact that 's particularly galling to women because the group is the sole source of ringers for Britain 's most prestigious churches , St. Paul 's Cathedral and Westminster Abbey .",churches,church.n.02,church.n.02,church%1:06:00::,0.386569619178772,True
d000.s060.t013,"This being Britain , no woman has filed an equal-opportunity suit , but the extent of the problem surfaced this summer in a series of letters to `` The Ringing World , `` a weekly newspaper for ringers .",ringers,toller.n.01,toller.n.01,ringer%1:18:02::,1.8871169090270996,True
d000.s061.t017,"One writer , signing his letter as `` Red-blooded , balanced male , `` remarked on the `` frequency of women fainting in peals , `` and suggested that they `` settle back into their traditional role of making tea at meetings . ``",meetings,meeting.n.01,meeting.n.04,meeting%1:04:00::,1.9537078142166138,False
d000.s062.t021,"In the torrent of replies that followed , one woman ringer from Solihull observed that `` the average male ringer leaves quite a lot to be desired : badly dressed , decorated with acne and a large beer-belly , frequently unwashed and unbearably flatulent in peals . ``",flatulent,colicky.s.01,colicky.s.01,flatulent%5:00:00:unhealthy:00,-0.20112904906272888,True
d000.s063.t008,"Another women wrote from Sheffield to say that in her 60 years of ringing , `` I have never known a lady to faint in the belfry .",belfry,belfry.n.02,belfry.n.02,belfry%1:06:00::,1.9406371116638184,True
d000.s064.t003,"I have seen one or two men die , bless them .",bless,consecrate.v.04,bless.v.02,bless%2:40:00::,2.4055559635162354,False
d001.s000.t011,"Medical scientists are starting to uncover a handful of genes which , if damaged , unleash the chaotic growth of cells that characterizes cancer .",cancer,cancer.n.01,cancer.n.01,cancer%1:26:00::,1.492668628692627,True
d001.s001.t010,Scientists say the discovery of these genes in recent months is painting a new and startling picture of how cancer develops .,develops,develop.v.03,develop.v.10,develop%2:30:00::,2.3354647159576416,False
d001.s002.t011,An emerging understanding of the genes is expected to produce an array of new strategies for future cancer treatment and prevention .,prevention,prevention.n.01,prevention.n.01,prevention%1:04:00::,3.3336870670318604,True
d001.s003.t000,That is for the future .,future,future.n.01,future.n.01,future%1:28:00::,3.8791351318359375,True
d001.s004.t016,"Already , scientists are developing tests based on the newly identified genes that , for the first time , can predict whether an otherwise healthy individual is likely to get cancer .",cancer,cancer.n.01,cancer.n.01,cancer%1:26:00::,1.799581527709961,True
d001.s005.t010,"`` It 's a super-exciting set of discoveries , `` says Bert Vogelstein , a Johns Hopkins University researcher who has just found a gene pivotal to the triggering of colon cancer .",cancer,cancer.n.01,cancer.n.01,cancer%1:26:00::,2.2770936489105225,True
d001.s006.t007,`` Only a decade ago cancer was a black box about which we knew nothing at the molecular level .,level,degree.n.01,degree.n.02,level%1:26:00::,3.1315364837646484,False
d001.s007.t010,"Today , we know that the accumulation of several of these altered genes can initiate a cancer and , then , propel it into a deadly state . ``",state,state.n.02,state.n.02,state%1:03:00::,2.1348423957824707,True
d001.s008.t007,"Scientists call the new class of genes tumor-suppressors , or simply anti-cancer genes .",genes,gene.n.01,gene.n.01,gene%1:08:00::,0.11168358474969864,True
d001.s009.t006,"When functioning normally , they make proteins that hold a cell 's growth in check .",growth,growth.n.07,growth.n.01,growth%1:22:00::,1.108515977859497,False
d001.s010.t015,"But if the genes are damaged -- perhaps by radiation , a chemical or through a chance accident in cell division -- their growth-suppressing proteins no longer work , and cells normally under control turn malignant .",malignant,malignant.a.01,malignant.a.01,malignant%3:00:02::,1.862287998199463,True
d001.s011.t009,The newly identified genes differ from a family of genes discovered in the early 1980s called oncogenes .,oncogenes,oncogene.n.01,oncogene.n.01,oncogene%1:08:00::,0.20296870172023773,True
d001.s012.t013,"Oncogenes must be present for a cell to become malignant , but researchers have found them in normal as well as in cancerous cells , suggesting that oncogenes do n't cause cancer by themselves .",cancer,cancer.n.01,cancer.n.01,cancer%1:26:00::,0.6648989319801331,True
d001.s013.t017,"In recent months , researchers have come to believe the two types of cancer genes work in concert : An oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged .",damaged,damage.v.02,damage.v.01,damage%2:30:00::,2.1235599517822266,False
d001.s014.t004,"Like all genes , tumor-suppressor genes are inherited in two copies , one from each parent .",parent,parent.n.02,parent.n.01,parent%1:18:00::,0.4478629231452942,False
d001.s015.t010,"Either copy can make the proteins needed to control cell growth , so for cancer to arise , both copies must be impaired .",impaired,impair.v.01,impaired.a.01,impaired%3:00:00::,0.8764195442199707,False
d001.s016.t017,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to cancer because he need only lose the other copy for a cancer to develop .",develop,develop.v.03,originate.v.01,develop%2:42:00::,0.6104715466499329,False
d001.s017.t014,"Emerging genetic tests will be able to spot such cancer-susceptible individuals , ushering in what some scientists believe is a new age of predictive cancer diagnosis .",diagnosis,diagnosis.n.01,diagnosis.n.01,diagnosis%1:04:00::,-0.01239706389605999,True
d001.s018.t003,Bill and Bonnie Quinlan are among the first beneficiaries of the new findings .,findings,determination.n.01,finding.n.03,finding%1:17:00::,0.4490814208984375,False
d001.s019.t015,"The Dedham , Mass. , couple knew even before Bonnie became pregnant in 1987 that any child of theirs had a 50 % chance of being at risk for retinoblastoma , an eye cancer that occurs about once every 20,000 births .",births,parturition.n.01,birth.n.02,birth%1:11:00::,2.6318037509918213,False
d001.s020.t013,"Mr. Quinlan , 30 years old , knew he carried a damaged gene , having lost an eye to the rare tumor when he was only two months old -- after his mother had suffered the same fate when she was a baby .",baby,baby.n.04,baby.n.01,baby%1:18:00::,2.037865161895752,False
d001.s021.t010,"Because of the isolation of the retinoblastoma tumor-suppressor gene , it became possible last January to find out what threat the Quinlan baby faced .",faced,confront.v.01,confront.v.02,face%2:32:00::,3.0506036281585693,False
d001.s022.t018,"A test using new `` genetic probes `` showed that little Will Quinlan had not inherited a damaged retinoblastoma supressor gene and , therefore , faced no more risk than other children of developing the rare cancer .",cancer,cancer.n.01,cancer.n.01,cancer%1:26:00::,1.1184388399124146,True
d001.s023.t002,"`` It made our New Year , `` says Mr. Quinlan .",says,allege.v.01,say.v.08,say%2:32:15::,3.792661190032959,False
d001.s024.t007,This test was the first to predict reliably whether an individual could expect to develop cancer .,cancer,cancer.n.01,cancer.n.01,cancer%1:26:00::,1.5595535039901733,True
d001.s025.t018,"Equally important , the initial discovery of the gene that controls retinal cell growth , made by a Boston doctor named Thaddeus Dryja , has opened a field of cancer study , which in recent months has exploded .",exploded,explode.v.01,explode.v.10,explode%2:30:02::,2.2473888397216797,False
d001.s026.t012,"`` It turns out that studying a tragic but uncommon tumor made possible some fundamental insights about the most basic workings of cancer , `` says Samuel Broder , director of the National Cancer Institute .",director,director.n.01,director.n.01,director%1:18:00::,2.586528778076172,True
d001.s027.t011,"`` All this may not be obvious to the public , which is concerned about advances in treatment , but I am convinced this basic research will begin showing results there soon . ``",soon,soon.r.01,soon.r.01,soon%4:02:00::,2.8347315788269043,True
d001.s028.t001,"To date , scientists have fingered two of these cancer-suppressors .",scientists,scientist.n.01,scientist.n.01,scientist%1:18:00::,-0.0601436048746109,True
d001.s029.t002,Dr. Dryja made his retinoblastoma discovery in 1986 .,discovery,discovery.n.01,discovery.n.01,discovery%1:04:00::,2.778970718383789,True
d001.s030.t013,"Then last spring , researchers reported finding a gene called p53 which , if impaired , turns healthy colon cells cancerous .",cancerous,cancerous.s.01,cancerous.s.01,cancerous%5:00:00:malignant:02,2.4790844917297363,True
d001.s031.t013,"Soon after that report , two other research teams uncovered evidence that the same damaged p53 gene is present in tissue from lung and breast cancers .",cancers,cancer.n.01,cancer.n.01,cancer%1:26:00::,1.9122610092163086,True
d001.s032.t013,"Colon , lung and breast cancers are the most common and lethal forms of the disease , collectively killing almost 200,000 Americans a year .",year,year.n.01,year.n.01,year%1:28:01::,3.3288111686706543,True
d001.s033.t010,"Right now about a dozen laboratories , in the U.S. , Canada and Britain , are racing to unmask other suspected tumor-suppressing genes .",genes,gene.n.01,gene.n.01,gene%1:08:00::,-0.4812469780445099,True
d001.s034.t000,They have about seven candidates .,about,about.r.02,approximately.r.01,about%4:02:00::,-1.5230708122253418,False
d001.s035.t015,"Researchers say the inactivation of tumor-suppressor genes , alone or in combination , appears crucial to the development of such scourges as cancer of the brain , the skin , kidney , prostate , and cervix .",cervix,neck.n.01,cervix.n.02,cervix%1:08:02::,1.7593255043029785,False
d001.s036.t015,"There is evidence that if people inherit defective versions of these genes , they are especially prone to cancer , perhaps explaining , finally , why some cancers seem to haunt certain families .",families,family.n.01,family.n.04,family%1:14:01::,1.3954746723175049,False
d001.s037.t011,"The story of tumor-suppressor genes goes back to the 1970s , when a pediatrician named Alfred G. Knudson Jr. proposed that retinoblastoma stemmed from two separate genetic defects .",defects,defect.n.03,defect.n.01,defect%1:26:01::,1.3264169692993164,False
d001.s038.t010,"He theorized that in the eye cancer , an infant inherited a damaged copy of a gene from one parent and a normal copy from the other .",copy,copy.n.02,copy.n.02,copy%1:06:00::,2.2651376724243164,True
d001.s039.t007,"The tumor , he suggested , developed when the second , normal copy also was damaged .",damaged,damage.v.01,damage.v.01,damage%2:30:00::,2.716820001602173,True
d001.s040.t002,But there was no way to prove Dr. Knudson 's `` two-hit `` theory .,theory,theory.n.01,hypothesis.n.02,theory%1:09:01::,1.354263186454773,False
d001.s041.t013,"Back then , scientists had no way of ferreting out specific genes , but under a microscope they could see the 23 pairs of chromosomes in the cells that contain the genes .",genes,gene.n.01,gene.n.01,gene%1:08:00::,0.6848691701889038,True
d001.s042.t004,"Occasionally , gross chromosome damage was visible .",visible,visible.s.02,visible.a.01,visible%3:00:00::,0.021955976262688637,False
d001.s043.t010,Dr. Knudson found that some children with the eye cancer had inherited a damaged copy of chromosome No. 13 from a parent who had had the disease .,disease,disease.n.01,disease.n.01,disease%1:26:00::,0.6561831831932068,True
d001.s044.t005,Under a microscope he could actually see that a bit of chromosome 13 was missing .,missing,miss.v.08,miss.v.08,miss%2:42:02::,2.4038846492767334,True
d001.s045.t010,He assumed the missing piece contained a gene or genes whose loss had a critical role in setting off the cancer .,cancer,cancer.n.01,cancer.n.01,cancer%1:26:00::,1.2833364009857178,True
d001.s046.t002,But he did not know which gene or genes had disappeared .,genes,gene.n.01,gene.n.01,gene%1:08:00::,0.06578589975833893,True
d001.s047.t008,"Then , a scientific team led by molecular geneticist Webster Cavenee , then at the University of Utah , found the answer .",answer,solution.n.02,solution.n.02,answer%1:10:02::,3.0778729915618896,True
d001.s048.t012,"The team used a battery of the newly developed `` gene probes , `` snippets of genetic material that can track a gene 's presence in a cell .",cell,cell.n.01,cell.n.02,cell%1:03:00::,3.224013090133667,False
d001.s049.t014,"By analyzing cells extracted from eye tumors , they found defects in the second copy of chromosome 13 in the exact area as in the first copy of the chromosome .",chromosome,chromosome.n.01,chromosome.n.01,chromosome%1:08:00::,0.4616442322731018,True
d001.s050.t001,The finding riveted medicine .,medicine,medicine.n.01,medicine.n.03,medicine%1:04:00::,2.551490545272827,False
d001.s051.t009,It was the first time anyone had showed that the loss of both copies of the same gene could lead to the eruption of a cancer .,cancer,cancer.n.01,cancer.n.01,cancer%1:26:00::,2.1949870586395264,True
d001.s052.t003,"`` It was extraordinarily satisfying , `` says Dr. Knudson , now at Fox Chase Cancer Research Center in Philadelphia .",now,nowadays.r.01,now.r.04,now%4:02:04::,3.5861902236938477,False
d001.s053.t003,`` I was convinced that what was true of retinoblastoma would be true for all cancers . ``,cancers,cancer.n.01,cancer.n.01,cancer%1:26:00::,1.6063419580459595,True
d001.s054.t001,It was an audacious claim .,claim,claim.n.02,claim.n.02,claim%1:10:02::,3.3974575996398926,True
d001.s055.t010,"But in Baltimore , Dr. Vogelstein , a young molecular biologist at Johns Hopkins Medical School , believed Dr. Knudson was right , and set out to repeat the Cavenee experiment in cells from other cancers .",cancers,cancer.n.01,cancer.n.01,cancer%1:26:00::,1.5723624229431152,True
d001.s056.t011,His was one of two research teams in 1984 to report dual chromosome losses for a rare childhood cancer of the kidney called Wilm 's tumor .,tumor,tumor.n.01,tumor.n.01,tumor%1:26:00::,2.062692642211914,True
d001.s057.t011,"Dr. Vogelstein next turned his attention colon cancer , the second biggest cancer killer in the U.S. after lung cancer .",cancer,cancer.n.01,cancer.n.01,cancer%1:26:00::,0.7599679231643677,True
d001.s058.t011,"He believed colon cancer might also arise from multiple `` hits `` on cancer suppressor genes , because it often seems to develop in stages .",stages,degree.n.02,phase.n.01,stage%1:28:00::,1.1676526069641113,False
d001.s059.t017,"It often is preceded by the development of polyps in the bowel , which in some cases become increasingly malignant in identifiable stages -- progressing from less severe to deadly -- as though a cascade of genetic damage might be occurring .",occurring,happen.v.01,happen.v.01,occur%2:30:00::,1.1906592845916748,True
d001.s060.t012,"Dr. Vogelstein and a doctoral student , Eric Fearon , began months of tedious and often frustrating probing of the chromosomes searching for signs of genetic damage .",damage,damage.n.03,damage.n.01,damage%1:11:00::,2.493906021118164,False
d001.s061.t012,"They began uncovering a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells .",cells,cell.n.01,cell.n.02,cell%1:03:00::,1.9155839681625366,False
d001.s062.t005,"Gradually , a coherent picture of cancer development emerged .",emerged,emerge.v.01,emerge.v.03,emerge%2:30:01::,2.522839307785034,False
d001.s063.t005,"If both copies of a certain gene were knocked out , benign polyps would develop .",develop,grow.v.08,originate.v.01,develop%2:42:00::,2.379556179046631,False
d001.s064.t007,"If both copies of a second gene were then deleted , the polyps would progress to malignancy .",malignancy,malignancy.n.01,malignancy.n.01,malignancy%1:26:00::,2.7625887393951416,True
d001.s065.t006,It was clear that more than one gene had to be damaged for colon cancer to develop .,develop,develop.v.03,develop.v.10,develop%2:30:00::,2.622485399246216,False
d001.s066.t004,Their report galvanized other molecular biologists .,biologists,biologist.n.01,biologist.n.01,biologist%1:18:00::,3.036034107208252,True
d001.s067.t009,"`` It was the confirming evidence we all needed that gene losses were critical to the development of a common tumor , `` says Ray White at Howard Hughes Medical Institute in Salt Lake City .",says,state.v.01,say.v.08,say%2:32:15::,3.09395170211792,False
d001.s068.t009,"But Dr. Vogelstein had yet to nail the identity of the gene that , if damaged , flipped a colon cell into full-blown malignancy .",malignancy,malignancy.n.01,malignancy.n.01,malignancy%1:26:00::,2.7676467895507812,True
d001.s069.t001,They focused on chromosome 17 .,chromosome,chromosome.n.01,chromosome.n.01,chromosome%1:08:00::,0.6366668939590454,True
d001.s070.t015,"For months the Johns Hopkins researchers , using gene probes , experimentally crawled down the length of chromosome 17 , looking for the smallest common bit of genetic material lost in all tumor cells .",cells,cell.n.01,cell.n.02,cell%1:03:00::,1.7965443134307861,False
d001.s071.t004,Such a piece of DNA would probably constitute a gene .,gene,gene.n.01,gene.n.01,gene%1:08:00::,0.13983508944511414,True
d001.s072.t005,"When they found it last winter , Dr. Vogelstein was dubious that the search was over .",over,complete.s.05,complete.s.05,over%5:00:01:finished:01,2.1666111946105957,True
d001.s073.t016,"His doubts stemmed from the fact that several years earlier a Princeton University researcher , Arnold Levine , had found in experiments with mice that a gene called p53 could transform normal cells into cancerous ones .",ones,one.n.01,one.n.02,one%1:09:00::,-0.39296746253967285,False
d001.s074.t003,The deletion Dr. Vogelstein found was in exactly the same spot as p53 .,spot,topographic_point.n.01,topographic_point.n.01,spot%1:15:01::,-0.30715155601501465,True
d001.s075.t010,"But Mr. Levine had said the p53 gene caused cancer by promoting growth , whereas the Johns Hopkins scientists were looking for a gene that suppressed growth .",growth,growth.n.01,growth.n.01,growth%1:22:00::,1.1172254085540771,True
d001.s076.t017,"Despite that , when the Johns Hopkins scientists compared the gene they had found in the human cancer cells with the Mr. Levine 's p53 gene they found the two were identical ; it turned out that in Mr. Levine 's cancer studies , he had unknowingly been observing a damaged form of p53 -- a cancer-suppressing gene .",gene,gene.n.01,gene.n.01,gene%1:08:00::,0.2488563507795334,True
d001.s077.t010,"The discovery `` suddenly puts an obscure gene right in the cockpit of cancer formation , `` says Robert Weinberg , a leader in cancer-gene research at Whitehead Institute in Cambridge , Mass .",research,research.n.01,research.n.01,research%1:04:00::,1.680790662765503,True
d001.s078.t007,"Evidence now is emerging that the p53 suppressor gene is involved in other cancers , too .",too,excessively.r.01,besides.r.02,too%4:02:01::,3.345855236053467,False
d001.s079.t008,"Researchers in Edinburgh , Scotland , have found that in 23 of 38 breast tumors , one copy of chromosome 17 was mutated at the spot where gene p53 lies .",gene,gene.n.01,gene.n.01,gene%1:08:00::,0.7639560103416443,True
d001.s080.t015,"The scientists say that since breast cancer often strikes multiple members of certain families , the gene , when inherited in a damaged form , may predispose women to the cancer .",cancer,cancer.n.01,cancer.n.01,cancer%1:26:00::,0.40389785170555115,True
d001.s081.t004,The p53 gene has just been implicated in lung cancer .,cancer,cancer.n.01,cancer.n.01,cancer%1:26:00::,1.3190197944641113,True
d001.s082.t013,"In a report out last week , John Minna and colleagues at the National Cancer Institute say that about half the cells taken from lung cancer tissue they tested are missing this gene .",gene,gene.n.01,gene.n.01,gene%1:08:00::,-0.20000748336315155,True
d001.s083.t012,"There also are reports from several labs , as yet unpublished , of missing p53 genes in tissue taken from kidney , brain and skin cancers .",cancers,cancer.n.01,cancer.n.01,cancer%1:26:00::,2.3944783210754395,True
